PID_AreaMSOA,HID_AreaOA,Area_MSOA,Area_OA,Sex,Age,Ethnic,Marital_status,Children_dependency,Economic_activity,Occupation,Income,Driving_license,Car_access,Bike_access,weight
97193_E02002509,26888_E00060775,E02002509,E00060775,1,27,2,Single,FALSE,Employed,4,19160,FALSE,FALSE,TRUE,96
102235_E02002510,37412_E00060640,E02002510,E00060640,1,22,2,Single,FALSE,Employed,5,12570,FALSE,FALSE,FALSE,102.5
102100_E02002510,37412_E00060640,E02002510,E00060640,1,17,2,Single,FALSE,Employed,7,5880,FALSE,FALSE,TRUE,102.5
105502_E02002510,53005_E00060640,E02002510,E00060640,2,38,2,Single,TRUE,Employed,7,21820,TRUE,FALSE,TRUE,96
109439_E02002512,21074_E00060848,E02002512,E00060848,1,64,2,Married,FALSE,Employed,9,5990,TRUE,TRUE,TRUE,53
111206_E02002512,1984_E00060848,E02002512,E00060848,2,41,2,Married,FALSE,Employed,2,22530,FALSE,FALSE,TRUE,54
108274_E02002512,42361_E00060849,E02002512,E00060849,1,27,2,Married,TRUE,Employed,2,61390,TRUE,TRUE,TRUE,60
111105_E02002512,46994_E00060849,E02002512,E00060849,2,38,2,Married,TRUE,Employed,7,20000,TRUE,TRUE,FALSE,52
109294_E02002512,6206_E00060851,E02002512,E00060851,1,60,2,Married,FALSE,Employed,5,23320,TRUE,TRUE,FALSE,57
114498_E02002513,13644_E00060738,E02002513,E00060738,1,30,2,Single,FALSE,Employed,4,23860,TRUE,FALSE,TRUE,79
114302_E02002513,26887_E00060745,E02002513,E00060745,1,27,2,Single,FALSE,Unemployed,6,17330,FALSE,FALSE,FALSE,84
119474_E02002513,6924_E00060745,E02002513,E00060745,2,43,2,Single,TRUE,Employed,1,60830,TRUE,TRUE,FALSE,51
118126_E02002513,49697_E00060748,E02002513,E00060748,2,21,2,Single,FALSE,Employed,9,3920,TRUE,FALSE,FALSE,52
123616_E02002514,51492_E00060670,E02002514,E00060670,1,36,2,Single,FALSE,Employed,3,35530,TRUE,TRUE,FALSE,82
123959_E02002514,735_E00060673,E02002514,E00060673,1,43,2,Single,TRUE,Employed,1,26160,TRUE,TRUE,FALSE,53
124358_E02002514,40759_E00060677,E02002514,E00060677,1,50,2,Single,FALSE,Employed,3,37950,TRUE,FALSE,TRUE,61
126825_E02002514,58916_E00060677,E02002514,E00060677,2,18,2,Single,FALSE,Employed,9,2870,FALSE,FALSE,TRUE,57
123541_E02002514,42948_E00060685,E02002514,E00060685,1,34,2,Married,TRUE,Employed,5,34330,TRUE,TRUE,FALSE,69
122681_E02002514,44899_E00060685,E02002514,E00060685,1,19,2,Single,FALSE,Unemployed,3,30290,TRUE,TRUE,TRUE,84
129083_E02002514,5026_E00060685,E02002514,E00060685,2,58,2,Married,TRUE,Employed,4,17330,TRUE,TRUE,TRUE,54
127049_E02002514,25578_E00060685,E02002514,E00060685,2,24,2,Single,TRUE,Employed,9,5110,TRUE,TRUE,FALSE,60
123791_E02002514,58110_E00060686,E02002514,E00060686,1,39,2,Single,TRUE,Employed,4,15290,FALSE,FALSE,TRUE,72
123837_E02002514,52011_E00060693,E02002514,E00060693,1,40,2,Single,TRUE,Employed,2,74730,TRUE,TRUE,FALSE,64
122644_E02002514,38851_E00060695,E02002514,E00060695,1,18,2,Single,FALSE,Employed,9,21490,TRUE,TRUE,FALSE,63
128793_E02002514,39312_E00060695,E02002514,E00060695,2,54,2,Single,FALSE,Employed,8,21880,TRUE,TRUE,FALSE,55
122650_E02002514,18629_E00060697,E02002514,E00060697,1,18,2,Single,FALSE,Employed,7,13540,FALSE,FALSE,FALSE,79
128648_E02002514,31269_E00060697,E02002514,E00060697,2,52,2,Single,FALSE,Employed,9,13150,FALSE,FALSE,FALSE,69
739_E02002515,12872_E00061025,E02002515,E00061025,1,19,2,Single,FALSE,Unemployed,4,18300,FALSE,FALSE,TRUE,52
2001_E02002515,49550_E00061026,E02002515,E00061026,1,42,2,Single,TRUE,Unemployed,1,53520,TRUE,TRUE,FALSE,74
1612_E02002515,50727_E00061030,E02002515,E00061030,1,33,2,Single,FALSE,Employed,4,20330,TRUE,TRUE,FALSE,67
1320_E02002515,60166_E00061031,E02002515,E00061031,1,29,2,Single,FALSE,Employed,4,18660,FALSE,FALSE,TRUE,112
4239_E02002515,61926_E00061031,E02002515,E00061031,2,20,2,Single,FALSE,Employed,3,18500,FALSE,FALSE,TRUE,51
808_E02002515,17509_E00061032,E02002515,E00061032,1,20,2,Single,FALSE,Unemployed,6,7340,FALSE,FALSE,TRUE,62
666_E02002515,18278_E00061034,E02002515,E00061034,1,17,2,Single,FALSE,Employed,7,5180,FALSE,FALSE,TRUE,76
2029_E02002515,39167_E00061036,E02002515,E00061036,1,43,2,Single,FALSE,Unemployed,3,53500,TRUE,TRUE,TRUE,62
1340_E02002515,13968_E00061039,E02002515,E00061039,1,30,2,Single,FALSE,Employed,5,29370,TRUE,TRUE,TRUE,61
4983_E02002515,28459_E00061039,E02002515,E00061039,2,34,2,Single,TRUE,Employed,3,23150,TRUE,FALSE,TRUE,52
7644_E02002516,21328_E00061055,E02002516,E00061055,1,18,2,Single,FALSE,Unemployed,2,31300,TRUE,TRUE,TRUE,67
7575_E02002516,35417_E00061237,E02002516,E00061237,1,16,2,Single,FALSE,Employed,5,6960,FALSE,FALSE,TRUE,59
14018_E02002517,48985_E00061047,E02002517,E00061047,1,35,2,Single,FALSE,Employed,8,22090,TRUE,TRUE,FALSE,75
14394_E02002517,51077_E00061052,E02002517,E00061052,1,49,2,Single,FALSE,Employed,5,49820,FALSE,FALSE,FALSE,54
15184_E02002517,1915_E00061054,E02002517,E00061054,1,74,2,Single,FALSE,Employed,3,18880,TRUE,TRUE,FALSE,66
13510_E02002517,49443_E00061056,E02002517,E00061056,1,19,2,Single,FALSE,Employed,4,7090,TRUE,FALSE,FALSE,55
20503_E02002518,61924_E00061425,E02002518,E00061425,1,38,2,Single,TRUE,Employed,3,30750,TRUE,TRUE,FALSE,53
22044_E02002518,5579_E00061429,E02002518,E00061429,1,59,2,Single,FALSE,Employed,1,54240,TRUE,TRUE,FALSE,58
19539_E02002518,61000_E00061457,E02002518,E00061457,1,20,2,Single,FALSE,Unemployed,9,3850,FALSE,FALSE,TRUE,76
33083_E02002519,41144_E00061160,E02002519,E00061160,2,16,2,Single,FALSE,Employed,9,2050,FALSE,FALSE,TRUE,63
29929_E02002519,10962_E00061170,E02002519,E00061170,1,23,2,Single,FALSE,Employed,3,28830,TRUE,TRUE,FALSE,57
34056_E02002519,7439_E00061170,E02002519,E00061170,2,38,2,Single,TRUE,Employed,5,18800,FALSE,FALSE,FALSE,51
30198_E02002519,25573_E00061177,E02002519,E00061177,1,29,2,Married,TRUE,Employed,3,18530,TRUE,FALSE,FALSE,55
29895_E02002519,10254_E00061177,E02002519,E00061177,1,22,2,Single,FALSE,Employed,9,12330,TRUE,TRUE,FALSE,82
33177_E02002519,64098_E00061177,E02002519,E00061177,2,19,2,Single,FALSE,Employed,4,6780,TRUE,TRUE,FALSE,90
38442_E02002520,47487_E00061225,E02002520,E00061225,1,32,2,Single,TRUE,Employed,3,24170,TRUE,TRUE,TRUE,53
37764_E02002520,8478_E00061292,E02002520,E00061292,1,22,2,Single,TRUE,Employed,6,18340,TRUE,TRUE,FALSE,52
40754_E02002520,3499_E00061298,E02002520,E00061298,1,63,2,Single,FALSE,Employed,1,21750,TRUE,TRUE,FALSE,51
42525_E02002520,59916_E00061304,E02002520,E00061304,1,86,2,Single,FALSE,Employed,1,15440,TRUE,FALSE,FALSE,71
54067_E02002521,14522_E00061317,E02002521,E00061317,2,60,2,Single,FALSE,Unemployed,6,15780,TRUE,FALSE,TRUE,51
49702_E02002521,3785_E00061318,E02002521,E00061318,1,20,2,Single,FALSE,Employed,7,10590,FALSE,FALSE,TRUE,57
50466_E02002521,15082_E00061320,E02002521,E00061320,1,43,2,Single,FALSE,Employed,2,29650,FALSE,FALSE,FALSE,56
57863_E02002523,8357_E00061092,E02002523,E00061092,1,58,2,Single,FALSE,Unemployed,8,23260,TRUE,FALSE,TRUE,74
61368_E02002523,43303_E00061096,E02002523,E00061096,2,59,2,Single,FALSE,Employed,7,22880,TRUE,TRUE,FALSE,54
56975_E02002523,12891_E00061103,E02002523,E00061103,1,31,2,Single,FALSE,Employed,8,21380,FALSE,FALSE,FALSE,51
56406_E02002523,44366_E00061105,E02002523,E00061105,1,21,2,Single,FALSE,Unemployed,7,9280,TRUE,FALSE,FALSE,109
59528_E02002523,44366_E00061105,E02002523,E00061105,2,20,2,Single,FALSE,Employed,9,2530,FALSE,FALSE,FALSE,60
56805_E02002523,43984_E00061106,E02002523,E00061106,1,28,2,Single,FALSE,Unemployed,3,29430,TRUE,FALSE,TRUE,65
56634_E02002523,3222_E00061107,E02002523,E00061107,1,25,2,Single,FALSE,Employed,4,16640,FALSE,FALSE,TRUE,81
57376_E02002523,40356_E00061386,E02002523,E00061386,1,44,2,Single,FALSE,Employed,5,36420,TRUE,TRUE,TRUE,54
62819_E02002524,59023_E00061020,E02002524,E00061020,1,27,2,Single,FALSE,Unemployed,5,30180,FALSE,FALSE,FALSE,106
68229_E02002525,1398_E00061069,E02002525,E00061069,1,17,2,Single,FALSE,Employed,5,8030,FALSE,FALSE,FALSE,60
68423_E02002525,55226_E00061070,E02002525,E00061070,1,21,2,Single,FALSE,Employed,5,11560,TRUE,FALSE,TRUE,52
73669_E02002525,40270_E00061070,E02002525,E00061070,2,50,2,Single,TRUE,Employed,7,15650,FALSE,FALSE,TRUE,56
72421_E02002525,47190_E00165774,E02002525,E00165774,2,25,2,Single,TRUE,Employed,6,9940,TRUE,TRUE,FALSE,55
68347_E02002525,25344_E00165776,E02002525,E00165776,1,19,2,Single,FALSE,Employed,9,2890,FALSE,FALSE,FALSE,55
78313_E02002526,40395_E00061347,E02002526,E00061347,1,54,2,Married,TRUE,Employed,3,27080,TRUE,TRUE,FALSE,84
79403_E02002526,2760_E00061347,E02002526,E00061347,1,77,2,Single,FALSE,Employed,8,16360,TRUE,TRUE,FALSE,103
81010_E02002526,61310_E00061347,E02002526,E00061347,2,32,2,Married,TRUE,Employed,3,27270,TRUE,TRUE,FALSE,57
82589_E02002526,33028_E00061347,E02002526,E00061347,2,60,2,Single,FALSE,Employed,4,8750,TRUE,TRUE,FALSE,60
76980_E02002526,4576_E00061350,E02002526,E00061350,1,26,2,Single,FALSE,Employed,7,16180,FALSE,FALSE,FALSE,97
81506_E02002526,29387_E00061350,E02002526,E00061350,2,40,2,Single,FALSE,Employed,2,53210,TRUE,FALSE,FALSE,55
78582_E02002526,62507_E00061351,E02002526,E00061351,1,58,2,Married,TRUE,Employed,1,68900,TRUE,TRUE,FALSE,74
77156_E02002526,25282_E00061351,E02002526,E00061351,1,29,2,Single,FALSE,Employed,8,20920,FALSE,FALSE,FALSE,109
80900_E02002526,52895_E00061351,E02002526,E00061351,2,30,2,Married,TRUE,Employed,9,13030,TRUE,TRUE,FALSE,56
80433_E02002526,25282_E00061351,E02002526,E00061351,2,17,2,Single,FALSE,Employed,6,4260,FALSE,FALSE,FALSE,54
78362_E02002526,20267_E00061352,E02002526,E00061352,1,55,2,Married,TRUE,Employed,3,22720,TRUE,TRUE,TRUE,61
78120_E02002526,19987_E00061352,E02002526,E00061352,1,50,2,Single,TRUE,Unemployed,2,45090,TRUE,FALSE,TRUE,80
81408_E02002526,38953_E00061352,E02002526,E00061352,2,39,2,Single,TRUE,Employed,6,17900,TRUE,TRUE,FALSE,77
84509_E02002527,17058_E00061196,E02002527,E00061196,1,26,2,Single,FALSE,Employed,9,4690,FALSE,FALSE,TRUE,130
84318_E02002527,7250_E00061208,E02002527,E00061208,1,21,2,Single,FALSE,Employed,7,8690,TRUE,TRUE,TRUE,58
84267_E02002527,61790_E00061210,E02002527,E00061210,1,19,2,Single,FALSE,Employed,5,12080,FALSE,FALSE,FALSE,83
89246_E02002529,29795_E00061083,E02002529,E00061083,1,17,2,Single,FALSE,Employed,4,6090,FALSE,FALSE,FALSE,95
92165_E02002529,29795_E00061083,E02002529,E00061083,2,18,2,Single,FALSE,Employed,6,9940,FALSE,FALSE,FALSE,60
89526_E02002529,50527_E00061249,E02002529,E00061249,1,26,2,Single,FALSE,Employed,3,15250,FALSE,FALSE,FALSE,134
92819_E02002529,31872_E00061249,E02002529,E00061249,2,38,2,Single,TRUE,Employed,4,13670,TRUE,TRUE,TRUE,53
95433_E02002530,722_E00061184,E02002530,E00061184,1,22,2,Single,FALSE,Employed,9,7680,TRUE,FALSE,FALSE,76
95357_E02002530,6732_E00061185,E02002530,E00061185,1,19,2,Single,FALSE,Employed,6,8100,FALSE,FALSE,TRUE,122
101730_E02002532,36027_E00061112,E02002532,E00061112,1,19,2,Single,FALSE,Employed,9,2060,FALSE,FALSE,TRUE,129
105200_E02002532,36982_E00061112,E02002532,E00061112,2,29,2,Single,TRUE,Employed,2,18190,TRUE,TRUE,FALSE,67
101823_E02002532,59997_E00061127,E02002532,E00061127,1,22,2,Single,FALSE,Employed,6,7880,FALSE,FALSE,FALSE,93.5
102569_E02002532,61050_E00061127,E02002532,E00061127,1,40,2,Single,TRUE,Employed,8,30350,TRUE,TRUE,TRUE,93.5
102649_E02002532,217_E00174127,E02002532,E00174127,1,43,2,Married,TRUE,Employed,3,48270,TRUE,TRUE,FALSE,54
109281_E02002533,27443_E00061140,E02002533,E00061140,1,53,2,Married,TRUE,Employed,5,30780,TRUE,TRUE,TRUE,56
108211_E02002533,42831_E00061147,E02002533,E00061147,1,18,2,Single,FALSE,Employed,5,11100,TRUE,TRUE,TRUE,140
112665_E02002533,42831_E00061147,E02002533,E00061147,2,58,2,Single,FALSE,Employed,8,23750,TRUE,TRUE,FALSE,108
1921_E02002535,82573_E00061732,E02002535,E00061732,1,37,2,Single,FALSE,Employed,8,18940,TRUE,TRUE,FALSE,51
6998_E02002535,10508_E00061732,E02002535,E00061732,2,46,2,Single,TRUE,Employed,6,21950,TRUE,TRUE,FALSE,53
1315_E02002535,28595_E00061733,E02002535,E00061733,1,26,2,Single,FALSE,Employed,5,21100,FALSE,FALSE,TRUE,83
1590_E02002535,37338_E00061734,E02002535,E00061734,1,31,2,Married,TRUE,Employed,4,18830,TRUE,TRUE,TRUE,56
1300_E02002535,14968_E00061740,E02002535,E00061740,1,26,2,Married,FALSE,Employed,1,27540,TRUE,TRUE,TRUE,54
3476_E02002535,67037_E00062004,E02002535,E00062004,1,59,2,Married,FALSE,Employed,2,39370,TRUE,TRUE,TRUE,61
1970_E02002535,42692_E00062007,E02002535,E00062007,1,38,2,Married,TRUE,Employed,3,28430,TRUE,TRUE,FALSE,57
3137_E02002535,50547_E00062013,E02002535,E00062013,1,55,2,Married,FALSE,Employed,8,22070,TRUE,TRUE,FALSE,53
1078_E02002535,15198_E00174157,E02002535,E00174157,1,21,2,Single,FALSE,Employed,2,29200,FALSE,FALSE,TRUE,111
5419_E02002535,68460_E00174157,E02002535,E00174157,2,17,2,Single,FALSE,Unemployed,9,1930,FALSE,FALSE,TRUE,55
12119_E02002536,74155_E00061511,E02002536,E00061511,1,50,2,Single,TRUE,Employed,5,29820,TRUE,TRUE,FALSE,54
10435_E02002536,6154_E00061513,E02002536,E00061513,1,19,2,Single,FALSE,Employed,4,9480,FALSE,FALSE,FALSE,69
16420_E02002536,13671_E00061905,E02002536,E00061905,2,42,2,Single,TRUE,Employed,6,8680,TRUE,TRUE,FALSE,58
10440_E02002536,27440_E00061910,E02002536,E00061910,1,19,2,Single,FALSE,Employed,4,9510,FALSE,FALSE,FALSE,63
10763_E02002536,68304_E00061914,E02002536,E00061914,1,25,2,Single,FALSE,Employed,9,12920,FALSE,FALSE,TRUE,56
20609_E02002537,77151_E00061604,E02002537,E00061604,1,22,2,Single,FALSE,Employed,4,18990,FALSE,FALSE,TRUE,54
20765_E02002537,29788_E00061605,E02002537,E00061605,1,25,2,Single,FALSE,Employed,8,7740,FALSE,FALSE,FALSE,53
20968_E02002537,79372_E00061606,E02002537,E00061606,1,28,2,Single,FALSE,Employed,7,9540,FALSE,FALSE,FALSE,94
24462_E02002537,35230_E00061606,E02002537,E00061606,2,16,2,Single,FALSE,Employed,7,5060,FALSE,FALSE,FALSE,59
22713_E02002537,78562_E00061608,E02002537,E00061608,1,63,2,Single,FALSE,Unemployed,1,48330,FALSE,FALSE,FALSE,76
22532_E02002537,58333_E00061608,E02002537,E00061608,1,59,2,Single,FALSE,Unemployed,1,59510,TRUE,FALSE,FALSE,76
24625_E02002537,8989_E00061608,E02002537,E00061608,2,19,2,Single,FALSE,Employed,6,9060,FALSE,FALSE,FALSE,86
20563_E02002537,55157_E00061610,E02002537,E00061610,1,21,2,Single,FALSE,Unemployed,9,3670,FALSE,FALSE,FALSE,82
28932_E02002538,59807_E00061927,E02002538,E00061927,1,24,2,Single,FALSE,Unemployed,6,21210,TRUE,TRUE,FALSE,71
29108_E02002538,15122_E00061932,E02002538,E00061932,1,29,2,Single,FALSE,Employed,9,10460,FALSE,FALSE,FALSE,73
34801_E02002539,4161_E00061872,E02002539,E00061872,1,19,2,Single,FALSE,Employed,3,11560,TRUE,TRUE,FALSE,92.66666666666667
36634_E02002539,4161_E00061872,E02002539,E00061872,1,56,2,Single,FALSE,Employed,3,28790,FALSE,FALSE,FALSE,92.66666666666667
34764_E02002539,44136_E00061872,E02002539,E00061872,1,18,2,Single,FALSE,Unemployed,5,19520,FALSE,FALSE,TRUE,92.66666666666667
39199_E02002539,44136_E00061872,E02002539,E00061872,2,17,2,Single,FALSE,Employed,6,5280,FALSE,FALSE,FALSE,148
36678_E02002539,58589_E00061875,E02002539,E00061875,1,57,2,Married,FALSE,Employed,5,31000,TRUE,TRUE,FALSE,63
35247_E02002539,8522_E00061989,E02002539,E00061989,1,33,2,Married,FALSE,Employed,2,28160,TRUE,TRUE,TRUE,58
35124_E02002539,74021_E00061991,E02002539,E00061991,1,29,2,Married,TRUE,Employed,8,27360,TRUE,TRUE,FALSE,59
41815_E02002539,26194_E00061998,E02002539,E00061998,2,63,2,Married,TRUE,Employed,2,22960,FALSE,FALSE,FALSE,51
35508_E02002539,68374_E00174145,E02002539,E00174145,1,39,2,Married,TRUE,Employed,2,33780,TRUE,TRUE,FALSE,51
40214_E02002539,20679_E00174145,E02002539,E00174145,2,42,2,Married,TRUE,Employed,1,15660,TRUE,TRUE,FALSE,52
35402_E02002539,24041_E00174147,E02002539,E00174147,1,37,2,Married,FALSE,Employed,1,24620,TRUE,TRUE,FALSE,52
35924_E02002539,18303_E00174185,E02002539,E00174185,1,47,2,Married,TRUE,Employed,3,40500,TRUE,TRUE,TRUE,57
45263_E02002540,41383_E00061582,E02002540,E00061582,1,65,2,Married,FALSE,Employed,5,18350,TRUE,TRUE,FALSE,61
43735_E02002540,35231_E00061582,E02002540,E00061582,1,24,2,Single,TRUE,Employed,1,68470,TRUE,TRUE,FALSE,52
49027_E02002540,47418_E00061582,E02002540,E00061582,2,85,2,Single,FALSE,Employed,1,56280,TRUE,TRUE,TRUE,61
43557_E02002540,71630_E00061586,E02002540,E00061586,1,17,2,Single,FALSE,Employed,4,4740,FALSE,FALSE,FALSE,56
49761_E02002541,82598_E00061489,E02002541,E00061489,1,18,2,Single,FALSE,Employed,3,12290,FALSE,FALSE,FALSE,52
50287_E02002541,25429_E00061504,E02002541,E00061504,1,31,2,Single,FALSE,Employed,7,15880,FALSE,FALSE,FALSE,92
52102_E02002541,39327_E00061826,E02002541,E00061826,1,80,2,Single,FALSE,Employed,7,14550,TRUE,TRUE,FALSE,58
56602_E02002542,41506_E00061763,E02002542,E00061763,1,20,2,Single,FALSE,Employed,6,9160,TRUE,TRUE,TRUE,101
56590_E02002542,27226_E00061766,E02002542,E00061766,1,20,2,Single,FALSE,Employed,5,12740,FALSE,FALSE,FALSE,122
60791_E02002542,57174_E00061766,E02002542,E00061766,2,27,2,Single,TRUE,Employed,2,54840,TRUE,TRUE,TRUE,77
56822_E02002542,62695_E00061767,E02002542,E00061767,1,25,2,Single,FALSE,Employed,8,13790,FALSE,FALSE,TRUE,81
61732_E02002542,27386_E00061767,E02002542,E00061767,2,44,2,Single,TRUE,Employed,7,24760,TRUE,TRUE,FALSE,60
56974_E02002542,44243_E00061889,E02002542,E00061889,1,27,2,Single,FALSE,Employed,9,18510,TRUE,FALSE,FALSE,75
65189_E02002543,35615_E00061632,E02002543,E00061632,1,23,2,Single,FALSE,Employed,7,15100,FALSE,FALSE,FALSE,84
70249_E02002543,66602_E00061632,E02002543,E00061632,2,34,2,Single,TRUE,Employed,6,18860,TRUE,TRUE,FALSE,81
64893_E02002543,57881_E00061634,E02002543,E00061634,1,17,2,Single,FALSE,Unemployed,3,9240,FALSE,FALSE,FALSE,103
71672_E02002543,57881_E00061634,E02002543,E00061634,2,58,2,Single,FALSE,Employed,2,40030,FALSE,FALSE,TRUE,60
64956_E02002543,60046_E00061637,E02002543,E00061637,1,18,2,Single,FALSE,Employed,9,2870,TRUE,FALSE,FALSE,107
70082_E02002543,74284_E00061637,E02002543,E00061637,2,32,2,Single,FALSE,Employed,2,43470,TRUE,TRUE,FALSE,73
65912_E02002543,60389_E00061641,E02002543,E00061641,1,35,2,Single,FALSE,Employed,4,15210,TRUE,TRUE,FALSE,66
75253_E02002544,27526_E00061492,E02002544,E00061492,1,35,2,Single,FALSE,Employed,8,20830,TRUE,FALSE,TRUE,119
74988_E02002544,12174_E00061495,E02002544,E00061495,1,32,2,Single,FALSE,Unemployed,8,27150,TRUE,FALSE,FALSE,76.5
75397_E02002544,15729_E00061495,E02002544,E00061495,1,37,2,Single,FALSE,Employed,2,41470,FALSE,FALSE,TRUE,76.5
75165_E02002544,58233_E00061497,E02002544,E00061497,1,34,2,Single,FALSE,Employed,5,23210,TRUE,FALSE,TRUE,107
74835_E02002544,18413_E00061811,E02002544,E00061811,1,31,2,Single,FALSE,Employed,2,24150,TRUE,TRUE,TRUE,104
74118_E02002544,23746_E00061815,E02002544,E00061815,1,24,2,Single,FALSE,Employed,2,29810,TRUE,TRUE,FALSE,119
76681_E02002544,46592_E00061818,E02002544,E00061818,1,60,2,Single,FALSE,Employed,8,6610,TRUE,FALSE,TRUE,107
74958_E02002544,31424_E00061868,E02002544,E00061868,1,32,2,Single,FALSE,Employed,4,18500,TRUE,TRUE,TRUE,127
74322_E02002544,29613_E00061871,E02002544,E00061871,1,26,2,Single,FALSE,Unemployed,6,22430,TRUE,FALSE,FALSE,77
81993_E02002545,80297_E00061466,E02002545,E00061466,1,18,2,Single,FALSE,Unemployed,9,6800,FALSE,FALSE,FALSE,64
82481_E02002545,75885_E00061467,E02002545,E00061467,1,35,2,Single,FALSE,Employed,4,17320,TRUE,TRUE,FALSE,55
88331_E02002546,70406_E00061628,E02002546,E00061628,1,27,2,Single,FALSE,Employed,5,24120,TRUE,TRUE,FALSE,62
87842_E02002546,83380_E00061777,E02002546,E00061777,1,17,2,Single,FALSE,Employed,8,6230,FALSE,FALSE,FALSE,60
88352_E02002546,35886_E00061779,E02002546,E00061779,1,27,2,Single,FALSE,Employed,4,8320,TRUE,TRUE,TRUE,54
88694_E02002546,7479_E00061780,E02002546,E00061780,1,34,2,Single,FALSE,Employed,4,20320,FALSE,FALSE,FALSE,74
91571_E02002546,4200_E00061780,E02002546,E00061780,2,19,2,Single,FALSE,Employed,9,3050,FALSE,FALSE,FALSE,51
89814_E02002546,33868_E00061785,E02002546,E00061785,1,59,2,Single,FALSE,Employed,8,30580,FALSE,FALSE,FALSE,58
88193_E02002546,51427_E00061792,E02002546,E00061792,1,24,2,Single,FALSE,Unemployed,7,11940,TRUE,FALSE,FALSE,56
94928_E02002547,36003_E00061557,E02002547,E00061557,1,18,2,Single,FALSE,Employed,7,5350,FALSE,FALSE,TRUE,88
103942_E02002548,21059_E00061831,E02002548,E00061831,1,32,2,Single,FALSE,Employed,2,46470,TRUE,FALSE,FALSE,80
103633_E02002548,57083_E00061844,E02002548,E00061844,1,30,2,Single,FALSE,Employed,8,23620,TRUE,FALSE,FALSE,108
103783_E02002548,60359_E00061845,E02002548,E00061845,1,31,2,Single,FALSE,Employed,9,11240,FALSE,FALSE,FALSE,95
105642_E02002548,72118_E00061848,E02002548,E00061848,1,50,2,Single,FALSE,Employed,2,36190,FALSE,FALSE,TRUE,57
102812_E02002548,22479_E00061849,E02002548,E00061849,1,24,2,Single,FALSE,Unemployed,5,21190,FALSE,FALSE,TRUE,54
103994_E02002548,44857_E00061850,E02002548,E00061850,1,33,2,Single,FALSE,Employed,8,19210,TRUE,FALSE,FALSE,79
104782_E02002548,4837_E00061859,E02002548,E00061859,1,40,2,Single,FALSE,Unemployed,5,46200,TRUE,FALSE,TRUE,113
112300_E02002548,44862_E00061859,E02002548,E00061859,2,50,2,Single,FALSE,Employed,2,40170,FALSE,FALSE,FALSE,52
103943_E02002548,55803_E00061861,E02002548,E00061861,1,32,2,Single,FALSE,Employed,9,11520,TRUE,FALSE,FALSE,56
105184_E02002548,29585_E00061862,E02002548,E00061862,1,45,2,Single,TRUE,Unemployed,3,49480,TRUE,TRUE,TRUE,93
109765_E02002548,7015_E00061862,E02002548,E00061862,2,23,2,Single,FALSE,Employed,9,4820,FALSE,FALSE,FALSE,66
103004_E02002548,16611_E00061864,E02002548,E00061864,1,25,2,Single,FALSE,Unemployed,5,24620,TRUE,TRUE,FALSE,81
102983_E02002548,44779_E00174136,E02002548,E00174136,1,25,2,Single,FALSE,Unemployed,7,10020,TRUE,FALSE,FALSE,71
104186_E02002548,66991_E00174148,E02002548,E00174148,1,34,2,Single,FALSE,Unemployed,5,29440,TRUE,TRUE,FALSE,68
117570_E02002549,51626_E00061662,E02002549,E00061662,1,77,2,Single,FALSE,Employed,4,11740,TRUE,TRUE,FALSE,51
129448_E02002551,39285_E00061959,E02002551,E00061959,1,25,2,Single,FALSE,Employed,9,25150,FALSE,FALSE,FALSE,60
132654_E02002551,71989_E00061959,E02002551,E00061959,2,21,2,Single,FALSE,Employed,2,11250,FALSE,FALSE,FALSE,66
130711_E02002551,79814_E00061963,E02002551,E00061963,1,52,2,Single,TRUE,Employed,9,32210,TRUE,TRUE,TRUE,80
128914_E02002551,52569_E00061965,E02002551,E00061965,1,20,2,Single,FALSE,Employed,2,37500,TRUE,FALSE,FALSE,60
128794_E02002551,27814_E00061966,E02002551,E00061966,1,18,2,Single,FALSE,Employed,4,8480,FALSE,FALSE,TRUE,70
129983_E02002551,43669_E00061968,E02002551,E00061968,1,33,2,Single,FALSE,Employed,4,17530,TRUE,FALSE,TRUE,53
129816_E02002551,28445_E00061969,E02002551,E00061969,1,30,2,Single,FALSE,Employed,7,15860,TRUE,TRUE,FALSE,61
128850_E02002551,5955_E00061970,E02002551,E00061970,1,19,2,Single,FALSE,Employed,4,8130,TRUE,TRUE,TRUE,91
132502_E02002551,68629_E00061970,E02002551,E00061970,2,20,2,Single,FALSE,Unemployed,2,12310,FALSE,FALSE,FALSE,59
136996_E02002552,20155_E00061716,E02002552,E00061716,1,34,2,Single,FALSE,Employed,8,20700,TRUE,TRUE,TRUE,61
136131_E02002552,3299_E00061721,E02002552,E00061721,1,18,2,Single,FALSE,Employed,6,17620,TRUE,TRUE,FALSE,61
140727_E02002552,34288_E00061721,E02002552,E00061721,2,40,2,Single,TRUE,Unemployed,6,12140,TRUE,TRUE,TRUE,63
138150_E02002552,51991_E00061726,E02002552,E00061726,1,61,2,Single,TRUE,Employed,9,8770,FALSE,FALSE,TRUE,52
136139_E02002552,56504_E00061729,E02002552,E00061729,1,18,2,Single,FALSE,Employed,9,11750,FALSE,FALSE,TRUE,57
138080_E02002552,36474_E00165764,E02002552,E00165764,1,60,2,Single,FALSE,Employed,8,18140,FALSE,FALSE,FALSE,86
