PID_AreaMSOA,HID_AreaOA,Area_MSOA,Area_OA,Sex,Age,Ethnic,Marital_status,Children_dependency,Economic_activity,Occupation,Income,Driving_license,Car_access,Bike_access,weight,income_var
27302_E02002485,29985_E00060307,E02002485,E00060307,2,54,2,Single,TRUE,Employed,9,7270,FALSE,FALSE,FALSE,63,154895414.95135683
22537_E02002485,38729_E00165756,E02002485,E00165756,1,38,2,Single,FALSE,Employed,1,48200,TRUE,FALSE,TRUE,57,215256684.39849624
30673_E02002487,3251_E00060384,E02002487,E00060384,1,49,2,Single,TRUE,Unemployed,5,41480,FALSE,FALSE,TRUE,70,253220466.58385092
29938_E02002487,10254_E00060387,E02002487,E00060387,1,30,2,Single,FALSE,Unemployed,6,17000,FALSE,FALSE,FALSE,62,153750638.60391316
29281_E02002487,16555_E00060393,E02002487,E00060393,1,17,2,Single,FALSE,Unemployed,9,2650,FALSE,FALSE,TRUE,61,344091222.4043715
29677_E02002487,39637_E00060394,E02002487,E00060394,1,26,2,Single,FALSE,Employed,5,26050,FALSE,FALSE,TRUE,82,183920542.96898523
31438_E02002487,25063_E00060396,E02002487,E00060396,1,78,2,Single,TRUE,Employed,5,18940,FALSE,FALSE,FALSE,60,150444518.53107345
34669_E02002488,12487_E00060345,E02002488,E00060345,1,18,2,Single,FALSE,Unemployed,6,10800,FALSE,FALSE,TRUE,115,191425144.6681922
37536_E02002488,12487_E00060345,E02002488,E00060345,2,18,2,Single,FALSE,Employed,6,5280,FALSE,FALSE,FALSE,64,169169961.9047619
36447_E02002488,10944_E00060418,E02002488,E00060418,1,68,2,Married,FALSE,Employed,1,16400,TRUE,TRUE,FALSE,60,310861238.5310736
34825_E02002488,31195_E00060547,E02002488,E00060547,1,23,2,Single,FALSE,Employed,6,5330,FALSE,FALSE,FALSE,100,167684420.95959595
41006_E02002489,2636_E00060346,E02002489,E00060346,1,20,2,Single,FALSE,Unemployed,9,7120,TRUE,FALSE,TRUE,84,256792446.97360858
42809_E02002489,38091_E00060519,E02002489,E00060519,1,55,2,Single,FALSE,Employed,8,25550,TRUE,FALSE,FALSE,69,175443215.64364877
42467_E02002489,37746_E00060527,E02002489,E00060527,1,49,2,Single,FALSE,Employed,9,30520,TRUE,TRUE,TRUE,58,140777984.90623105
40853_E02002489,37412_E00060528,E02002489,E00060528,1,17,2,Single,FALSE,Employed,8,3830,FALSE,FALSE,FALSE,110,251158934.3119266
42659_E02002489,14969_E00060529,E02002489,E00060529,1,53,2,Single,FALSE,Employed,5,35760,FALSE,FALSE,FALSE,58,238509432.3049002
49892_E02002490,2134_E00060268,E02002490,E00060268,1,58,2,Single,FALSE,Employed,8,30160,TRUE,FALSE,FALSE,59,94421471.8293396
49765_E02002490,18469_E00060269,E02002490,E00060269,1,56,2,Single,FALSE,Employed,8,22470,TRUE,FALSE,TRUE,75,118221940.54054055
48569_E02002490,38039_E00060272,E02002490,E00060272,1,27,2,Single,FALSE,Employed,4,8000,FALSE,FALSE,TRUE,89,154996638.53421864
48242_E02002490,32764_E00060516,E02002490,E00060516,1,19,2,Single,FALSE,Employed,2,30180,FALSE,FALSE,TRUE,99,133489623.19109467
48298_E02002490,17743_E00060521,E02002490,E00060521,1,21,2,Single,FALSE,Employed,5,10630,FALSE,FALSE,FALSE,56,157767136.5909091
54622_E02002491,30713_E00060432,E02002491,E00060432,1,20,2,Single,FALSE,Employed,4,7900,FALSE,FALSE,FALSE,65,115953097.25961535
59021_E02002491,5658_E00060432,E02002491,E00060432,2,55,2,Single,FALSE,Employed,9,27240,FALSE,FALSE,TRUE,51,116635013.01960783
54511_E02002491,30758_E00060434,E02002491,E00060434,1,17,2,Single,FALSE,Unemployed,5,7760,FALSE,FALSE,TRUE,105,80245542.27106224
54733_E02002491,30395_E00060453,E02002491,E00060453,1,23,2,Single,FALSE,Employed,7,10300,TRUE,TRUE,FALSE,68,177506115.71553996
61244_E02002492,23926_E00060455,E02002492,E00060455,1,23,2,Single,FALSE,Unemployed,7,15270,TRUE,TRUE,TRUE,56,128803270.64935061
62964_E02002492,31741_E00060468,E02002492,E00060468,1,64,2,Married,TRUE,Employed,5,22010,TRUE,TRUE,FALSE,56,261163309.3181818
61114_E02002492,31121_E00060468,E02002492,E00060468,1,19,2,Single,FALSE,Unemployed,3,13550,FALSE,FALSE,FALSE,55,150202158.72053874
65435_E02002492,34492_E00060468,E02002492,E00060468,2,47,2,Single,TRUE,Employed,2,67270,TRUE,TRUE,TRUE,55,239287845.45454544
61048_E02002492,18940_E00060469,E02002492,E00060469,1,17,2,Single,FALSE,Employed,2,8140,FALSE,FALSE,FALSE,88,198897125.27429467
64546_E02002492,20316_E00060469,E02002492,E00060469,2,26,2,Single,TRUE,Employed,2,65660,TRUE,TRUE,FALSE,64,206341245.1388889
61411_E02002492,7185_E00060470,E02002492,E00060470,1,27,2,Single,FALSE,Employed,6,14560,FALSE,FALSE,FALSE,66,93199211.93473195
69451_E02002493,22318_E00060495,E02002493,E00060495,1,62,2,Single,FALSE,Employed,9,7700,TRUE,TRUE,FALSE,124,128130466.01101494
72643_E02002493,2189_E00060495,E02002493,E00060495,2,60,2,Single,FALSE,Employed,5,10890,TRUE,TRUE,FALSE,90,162125290
69278_E02002493,29203_E00060503,E02002493,E00060503,1,59,2,Married,FALSE,Employed,8,26730,TRUE,FALSE,TRUE,62,229860533.58011633
71583_E02002493,24411_E00060503,E02002493,E00060503,2,38,2,Married,TRUE,Employed,3,30680,TRUE,TRUE,TRUE,55,225684469.4949495
70138_E02002493,13816_E00174089,E02002493,E00174089,1,78,2,Married,TRUE,Employed,5,18440,TRUE,TRUE,FALSE,57,205372208.70927316
75058_E02002494,40166_E00060329,E02002494,E00060329,1,24,2,Single,FALSE,Employed,5,21800,FALSE,FALSE,TRUE,55,222375369.89898986
76553_E02002494,18704_E00060400,E02002494,E00060400,1,57,2,Single,FALSE,Employed,2,30230,TRUE,TRUE,FALSE,56,109165412.46753246
78571_E02002494,26054_E00060401,E02002494,E00060401,2,20,2,Single,FALSE,Employed,7,11690,FALSE,FALSE,TRUE,62,113589743.52194609
74728_E02002494,11857_E00060408,E02002494,E00060408,1,17,2,Single,FALSE,Employed,7,5560,FALSE,FALSE,FALSE,96,173787746.48026314
78446_E02002494,18691_E00060408,E02002494,E00060408,2,18,2,Single,FALSE,Unemployed,7,9840,FALSE,FALSE,TRUE,70,123005882.00828162
76759_E02002494,10615_E00060409,E02002494,E00060409,1,61,2,Single,FALSE,Employed,5,23880,TRUE,FALSE,FALSE,61,131674048.36065573
5996_E02002496,25694_E00060866,E02002496,E00060866,1,49,2,Single,FALSE,Employed,4,27500,TRUE,FALSE,FALSE,58,205294936.630369
6197_E02002496,11984_E00060868,E02002496,E00060868,1,53,2,Single,TRUE,Employed,9,25790,TRUE,TRUE,TRUE,51,172947003.8431373
5433_E02002496,7310_E00060986,E02002496,E00060986,1,40,2,Single,FALSE,Employed,5,48510,TRUE,FALSE,FALSE,65,119451872.25961539
12152_E02002496,58860_E00060986,E02002496,E00060986,2,55,2,Single,FALSE,Employed,2,42730,FALSE,FALSE,FALSE,51,235041969.25490198
2389_E02002496,59597_E00060990,E02002496,E00060990,1,22,2,Single,FALSE,Employed,4,14870,FALSE,FALSE,FALSE,65,119639107.21153843
5028_E02002496,59597_E00060990,E02002496,E00060990,1,35,6,Single,FALSE,Employed,8,26510,TRUE,TRUE,FALSE,51,189858842.58823532
4183_E02002496,15761_E00060993,E02002496,E00060993,1,30,2,Single,FALSE,Unemployed,1,31100,TRUE,FALSE,TRUE,51,258283777.64705878
4363_E02002496,4875_E00060996,E02002496,E00060996,1,31,2,Single,FALSE,Employed,2,32760,TRUE,TRUE,FALSE,72,150728852.81690142
10040_E02002496,52359_E00060996,E02002496,E00060996,2,25,2,Single,FALSE,Employed,6,7380,FALSE,FALSE,FALSE,73,182307015.71537292
1999_E02002496,45580_E00174111,E02002496,E00174111,1,21,2,Single,FALSE,Unemployed,9,4560,FALSE,FALSE,FALSE,58,81844535.29945554
2931_E02002496,10152_E00174111,E02002496,E00174111,1,23,6,Single,FALSE,Employed,6,16630,FALSE,FALSE,FALSE,59,240314989.30450037
4048_E02002496,30879_E00174119,E02002496,E00174119,1,29,2,Single,FALSE,Employed,4,12360,TRUE,TRUE,FALSE,60,232751492.76836157
5912_E02002496,47395_E00174119,E02002496,E00174119,1,47,6,Single,FALSE,Employed,5,47860,TRUE,TRUE,FALSE,53,205297643.97677797
14131_E02002497,11477_E00060824,E02002497,E00060824,1,25,2,Single,FALSE,Employed,9,4580,FALSE,FALSE,FALSE,56,278284913.1168831
14880_E02002497,29360_E00060827,E02002497,E00060827,1,44,2,Single,TRUE,Employed,1,32870,TRUE,TRUE,FALSE,58,209773203.53901994
14582_E02002497,19080_E00060829,E02002497,E00060829,1,34,2,Single,FALSE,Employed,6,10930,FALSE,FALSE,FALSE,64,122260970.21329366
13857_E02002497,4141_E00174106,E02002497,E00174106,1,18,2,Single,FALSE,Employed,1,24100,FALSE,FALSE,TRUE,68,222879982.85776994
22365_E02002498,53757_E00060699,E02002498,E00060699,1,35,2,Single,TRUE,Employed,7,20010,FALSE,FALSE,TRUE,59,263994836.06078315
22427_E02002498,45652_E00060707,E02002498,E00060707,1,36,2,Single,FALSE,Employed,9,19820,FALSE,FALSE,FALSE,54,198048107.51222923
21099_E02002498,35001_E00060709,E02002498,E00060709,1,25,2,Single,FALSE,Employed,3,22170,FALSE,FALSE,FALSE,74,109510341.96593855
22513_E02002498,60219_E00060712,E02002498,E00060712,1,37,2,Single,TRUE,Employed,2,40170,TRUE,TRUE,FALSE,91,332772969.5238096
21044_E02002498,2636_E00060717,E02002498,E00060717,1,25,2,Single,FALSE,Employed,2,29500,TRUE,FALSE,FALSE,54,239703546.1914745
21362_E02002498,33003_E00060721,E02002498,E00060721,1,27,2,Single,FALSE,Unemployed,5,26980,FALSE,FALSE,FALSE,56,111317594.25324677
21382_E02002498,5738_E00060727,E02002498,E00060727,1,27,2,Single,FALSE,Unemployed,7,14510,FALSE,FALSE,FALSE,59,152646137.58036235
22377_E02002498,1223_E00060728,E02002498,E00060728,1,35,2,Single,FALSE,Unemployed,8,25600,TRUE,FALSE,FALSE,54,87803104.15793154
30654_E02002499,34484_E00060896,E02002499,E00060896,1,44,2,Single,TRUE,Employed,1,58410,FALSE,FALSE,TRUE,61,200071487.6502732
33189_E02002499,56008_E00060902,E02002499,E00060902,2,21,2,Single,FALSE,Employed,6,8380,FALSE,FALSE,FALSE,60,119201056.94915254
33188_E02002499,30629_E00060907,E02002499,E00060907,2,21,2,Single,FALSE,Unemployed,4,16900,FALSE,FALSE,FALSE,54,153339895.7721873
29741_E02002499,20605_E00060914,E02002499,E00060914,1,21,2,Single,FALSE,Employed,3,22000,TRUE,FALSE,FALSE,81,288934721.9444444
33242_E02002499,36457_E00060914,E02002499,E00060914,2,22,2,Single,FALSE,Employed,1,53690,FALSE,FALSE,TRUE,56,192603242.8246753
29838_E02002499,1484_E00060980,E02002499,E00060980,1,23,2,Single,FALSE,Unemployed,5,18020,TRUE,FALSE,FALSE,73,262482100.22831053
37163_E02002500,51811_E00060916,E02002500,E00060916,1,28,2,Single,FALSE,Employed,4,16070,FALSE,FALSE,FALSE,80,393550350.3164557
37285_E02002500,32153_E00060919,E02002500,E00060919,1,30,2,Single,FALSE,Employed,5,20810,FALSE,FALSE,FALSE,68,253012153.53380162
46394_E02002501,8191_E00060652,E02002501,E00060652,2,50,2,Single,TRUE,Employed,4,22410,TRUE,TRUE,TRUE,51,183527005.49019608
43774_E02002501,21436_E00174109,E02002501,E00174109,1,51,2,Single,FALSE,Employed,9,16330,TRUE,TRUE,FALSE,76,168262709.80701753
48699_E02002502,27675_E00060607,E02002502,E00060607,1,21,2,Single,FALSE,Unemployed,7,9780,FALSE,FALSE,FALSE,67,67005701.08548167
48451_E02002502,18916_E00060966,E02002502,E00060966,1,16,2,Single,FALSE,Unemployed,5,8100,FALSE,FALSE,FALSE,55,225562121.54882157
49026_E02002502,36763_E00060972,E02002502,E00060972,1,27,2,Single,FALSE,Unemployed,2,71820,TRUE,FALSE,FALSE,57,202905469.61152884
61288_E02002503,57873_E00060580,E02002503,E00060580,2,29,2,Single,FALSE,Employed,1,22950,FALSE,FALSE,TRUE,53,163800672.71407837
58999_E02002503,52487_E00060582,E02002503,E00060582,1,52,2,Single,FALSE,Employed,9,10370,TRUE,FALSE,TRUE,58,163566944.34361765
62545_E02002503,42297_E00060582,E02002503,E00060582,2,57,2,Single,TRUE,Employed,6,20360,FALSE,FALSE,FALSE,55,126191010.2356902
57521_E02002503,19206_E00060585,E02002503,E00060585,1,17,2,Single,FALSE,Employed,9,2700,FALSE,FALSE,FALSE,65,129054558.50961536
60739_E02002503,8429_E00060585,E02002503,E00060585,2,18,2,Single,FALSE,Employed,3,10970,FALSE,FALSE,TRUE,59,108752732.55406193
57666_E02002503,5658_E00060594,E02002503,E00060594,1,19,2,Single,FALSE,Employed,5,30940,FALSE,FALSE,FALSE,75,225485745.51351365
62197_E02002503,57998_E00060594,E02002503,E00060594,2,50,2,Single,TRUE,Employed,2,45790,FALSE,FALSE,FALSE,56,148404939.0909091
65199_E02002504,17130_E00060789,E02002504,E00060789,1,27,2,Single,FALSE,Employed,3,27490,TRUE,TRUE,FALSE,96,289529635.0877194
70979_E02002504,45640_E00060789,E02002504,E00060789,2,40,2,Single,TRUE,Employed,2,27870,TRUE,TRUE,FALSE,64,325748926.3640873
65292_E02002504,47571_E00060798,E02002504,E00060798,1,28,2,Single,FALSE,Employed,2,28120,TRUE,TRUE,FALSE,55,247371427.4074074
69866_E02002504,19324_E00060798,E02002504,E00060798,2,25,2,Single,TRUE,Employed,6,7090,TRUE,TRUE,FALSE,53,181579449.12917268
66112_E02002504,5692_E00060800,E02002504,E00060800,1,38,2,Single,FALSE,Employed,5,34290,TRUE,FALSE,FALSE,63,302075046.13415265
67322_E02002504,16907_E00060803,E02002504,E00060803,1,59,2,Single,FALSE,Employed,1,53520,FALSE,FALSE,TRUE,63,198321062.87762415
72030_E02002504,22966_E00060803,E02002504,E00060803,2,58,2,Single,FALSE,Employed,6,15320,TRUE,TRUE,TRUE,63,232948928.57142857
64945_E02002504,50415_E00174113,E02002504,E00174113,1,24,2,Single,FALSE,Employed,4,7860,FALSE,FALSE,FALSE,81,284554055.27777785
71612_E02002504,33530_E00174113,E02002504,E00174113,2,51,2,Single,TRUE,Employed,2,30980,TRUE,TRUE,FALSE,62,119029524.08778425
66197_E02002504,53857_E00174114,E02002504,E00174114,1,39,2,Single,FALSE,Employed,1,67260,TRUE,TRUE,TRUE,53,338518025.03628445
74346_E02002505,32653_E00060938,E02002505,E00060938,1,25,2,Single,FALSE,Employed,4,14110,FALSE,FALSE,TRUE,53,140904278.51959363
74093_E02002505,21877_E00060942,E02002505,E00060942,1,19,2,Single,FALSE,Unemployed,5,19400,FALSE,FALSE,FALSE,69,133090977.66410914
74088_E02002505,35722_E00060944,E02002505,E00060944,1,19,2,Single,FALSE,Unemployed,6,9660,FALSE,FALSE,TRUE,62,231916658.5933369
80057_E02002506,35010_E00060614,E02002506,E00060614,1,17,2,Single,FALSE,Employed,9,2710,FALSE,FALSE,TRUE,84,159793875.5450373
80003_E02002506,17902_E00060617,E02002506,E00060617,1,16,2,Single,FALSE,Unemployed,5,8020,FALSE,FALSE,FALSE,117,124595768.31712344
84050_E02002506,25538_E00060617,E02002506,E00060617,2,50,2,Single,TRUE,Employed,3,25160,TRUE,FALSE,FALSE,58,199854866.06170595
86001_E02002507,17515_E00060556,E02002507,E00060556,1,26,2,Single,FALSE,Employed,1,59880,TRUE,TRUE,FALSE,84,437802263.4968445
88562_E02002507,17515_E00060556,E02002507,E00060556,2,17,2,Single,FALSE,Employed,9,2160,FALSE,FALSE,TRUE,54,200356034.55625436
85903_E02002507,30373_E00060571,E02002507,E00060571,1,24,2,Single,FALSE,Employed,8,27060,FALSE,FALSE,FALSE,113,220967043.25221235
88676_E02002507,30373_E00060571,E02002507,E00060571,2,20,2,Single,FALSE,Employed,7,9220,FALSE,FALSE,TRUE,87,191753512.7773323
85994_E02002507,28977_E00060572,E02002507,E00060572,1,26,2,Single,FALSE,Employed,3,22960,FALSE,FALSE,FALSE,78,117433445.08824512
91658_E02002508,51359_E00060758,E02002508,E00060758,1,19,2,Single,FALSE,Employed,5,9370,FALSE,FALSE,FALSE,56,132717111.55844156
93547_E02002508,35641_E00060764,E02002508,E00060764,1,86,2,Single,FALSE,Employed,5,21540,TRUE,FALSE,TRUE,77,175614933.93711543
97193_E02002509,26888_E00060775,E02002509,E00060775,1,27,2,Single,FALSE,Employed,4,19160,FALSE,FALSE,TRUE,96,195975672.62061402
102235_E02002510,37412_E00060640,E02002510,E00060640,1,22,2,Single,FALSE,Employed,5,12570,FALSE,FALSE,FALSE,102.5,181516933.84505025
102100_E02002510,37412_E00060640,E02002510,E00060640,1,17,2,Single,FALSE,Employed,7,5880,FALSE,FALSE,TRUE,102.5,181516933.84505025
105502_E02002510,53005_E00060640,E02002510,E00060640,2,38,2,Single,TRUE,Employed,7,21820,TRUE,FALSE,TRUE,96,133550195.39473684
109439_E02002512,21074_E00060848,E02002512,E00060848,1,64,2,Married,FALSE,Employed,9,5990,TRUE,TRUE,TRUE,53,235651589.47750363
111206_E02002512,1984_E00060848,E02002512,E00060848,2,41,2,Married,FALSE,Employed,2,22530,FALSE,FALSE,TRUE,54,202550424.49336132
108274_E02002512,42361_E00060849,E02002512,E00060849,1,27,2,Married,TRUE,Employed,2,61390,TRUE,TRUE,TRUE,60,283056936.2711864
111105_E02002512,46994_E00060849,E02002512,E00060849,2,38,2,Married,TRUE,Employed,7,20000,TRUE,TRUE,FALSE,52,188710805.27903464
109294_E02002512,6206_E00060851,E02002512,E00060851,1,60,2,Married,FALSE,Employed,5,23320,TRUE,TRUE,FALSE,57,369179693.2330827
114498_E02002513,13644_E00060738,E02002513,E00060738,1,30,2,Single,FALSE,Employed,4,23860,TRUE,FALSE,TRUE,79,126118005.51768906
114302_E02002513,26887_E00060745,E02002513,E00060745,1,27,2,Single,FALSE,Unemployed,6,17330,FALSE,FALSE,FALSE,84,111022656.56913368
119474_E02002513,6924_E00060745,E02002513,E00060745,2,43,2,Single,TRUE,Employed,1,60830,TRUE,TRUE,FALSE,51,153138111.29411763
118126_E02002513,49697_E00060748,E02002513,E00060748,2,21,2,Single,FALSE,Employed,9,3920,TRUE,FALSE,FALSE,52,77741125.60331821
123616_E02002514,51492_E00060670,E02002514,E00060670,1,36,2,Single,FALSE,Employed,3,35530,TRUE,TRUE,FALSE,82,231552731.82776275
123959_E02002514,735_E00060673,E02002514,E00060673,1,43,2,Single,TRUE,Employed,1,26160,TRUE,TRUE,FALSE,53,185701029.317852
124358_E02002514,40759_E00060677,E02002514,E00060677,1,50,2,Single,FALSE,Employed,3,37950,TRUE,FALSE,TRUE,61,170313087.65027323
126825_E02002514,58916_E00060677,E02002514,E00060677,2,18,2,Single,FALSE,Employed,9,2870,FALSE,FALSE,TRUE,57,167940382.51879695
123541_E02002514,42948_E00060685,E02002514,E00060685,1,34,2,Married,TRUE,Employed,5,34330,TRUE,TRUE,FALSE,69,238668296.07843137
122681_E02002514,44899_E00060685,E02002514,E00060685,1,19,2,Single,FALSE,Unemployed,3,30290,TRUE,TRUE,TRUE,84,310333589.5008605
129083_E02002514,5026_E00060685,E02002514,E00060685,2,58,2,Married,TRUE,Employed,4,17330,TRUE,TRUE,TRUE,54,74046844.02515723
127049_E02002514,25578_E00060685,E02002514,E00060685,2,24,2,Single,TRUE,Employed,9,5110,TRUE,TRUE,FALSE,60,211071046.8644068
123791_E02002514,58110_E00060686,E02002514,E00060686,1,39,2,Single,TRUE,Employed,4,15290,FALSE,FALSE,TRUE,72,246691197.10485137
123837_E02002514,52011_E00060693,E02002514,E00060693,1,40,2,Single,TRUE,Employed,2,74730,TRUE,TRUE,FALSE,64,202211217.23710316
122644_E02002514,38851_E00060695,E02002514,E00060695,1,18,2,Single,FALSE,Employed,9,21490,TRUE,TRUE,FALSE,63,189261611.41833082
128793_E02002514,39312_E00060695,E02002514,E00060695,2,54,2,Single,FALSE,Employed,8,21880,TRUE,TRUE,FALSE,55,64247928.956228964
122650_E02002514,18629_E00060697,E02002514,E00060697,1,18,2,Single,FALSE,Employed,7,13540,FALSE,FALSE,FALSE,79,262119066.6342097
128648_E02002514,31269_E00060697,E02002514,E00060697,2,52,2,Single,FALSE,Employed,9,13150,FALSE,FALSE,FALSE,69,144564262.57459503
739_E02002515,12872_E00061025,E02002515,E00061025,1,19,2,Single,FALSE,Unemployed,4,18300,FALSE,FALSE,TRUE,52,300035023.6425339
2001_E02002515,49550_E00061026,E02002515,E00061026,1,42,2,Single,TRUE,Unemployed,1,53520,TRUE,TRUE,FALSE,74,246113236.13476494
1612_E02002515,50727_E00061030,E02002515,E00061030,1,33,2,Single,FALSE,Employed,4,20330,TRUE,TRUE,FALSE,67,206441554.0479421
1320_E02002515,60166_E00061031,E02002515,E00061031,1,29,2,Single,FALSE,Employed,4,18660,FALSE,FALSE,TRUE,112,93822099.02670532
4239_E02002515,61926_E00061031,E02002515,E00061031,2,20,2,Single,FALSE,Employed,3,18500,FALSE,FALSE,TRUE,51,185461557.96078426
808_E02002515,17509_E00061032,E02002515,E00061032,1,20,2,Single,FALSE,Unemployed,6,7340,FALSE,FALSE,TRUE,62,140137257.00687465
666_E02002515,18278_E00061034,E02002515,E00061034,1,17,2,Single,FALSE,Employed,7,5180,FALSE,FALSE,TRUE,76,182163534.92982465
2029_E02002515,39167_E00061036,E02002515,E00061036,1,43,2,Single,FALSE,Unemployed,3,53500,TRUE,TRUE,TRUE,62,255931449.81491274
1340_E02002515,13968_E00061039,E02002515,E00061039,1,30,2,Single,FALSE,Employed,5,29370,TRUE,TRUE,TRUE,61,190117441.3114754
4983_E02002515,28459_E00061039,E02002515,E00061039,2,34,2,Single,TRUE,Employed,3,23150,TRUE,FALSE,TRUE,52,253454800.4524887
7644_E02002516,21328_E00061055,E02002516,E00061055,1,18,2,Single,FALSE,Unemployed,2,31300,TRUE,TRUE,TRUE,67,247221883.12980554
7575_E02002516,35417_E00061237,E02002516,E00061237,1,16,2,Single,FALSE,Employed,5,6960,FALSE,FALSE,TRUE,59,141262339.0999416
14018_E02002517,48985_E00061047,E02002517,E00061047,1,35,2,Single,FALSE,Employed,8,22090,TRUE,TRUE,FALSE,75,119672715.06306306
14394_E02002517,51077_E00061052,E02002517,E00061052,1,49,2,Single,FALSE,Employed,5,49820,FALSE,FALSE,FALSE,54,156892427.1139063
15184_E02002517,1915_E00061054,E02002517,E00061054,1,74,2,Single,FALSE,Employed,3,18880,TRUE,TRUE,FALSE,66,189541434.5920746
13510_E02002517,49443_E00061056,E02002517,E00061056,1,19,2,Single,FALSE,Employed,4,7090,TRUE,FALSE,FALSE,55,86398317.97979797
20503_E02002518,61924_E00061425,E02002518,E00061425,1,38,2,Single,TRUE,Employed,3,30750,TRUE,TRUE,FALSE,53,247317170.89985493
22044_E02002518,5579_E00061429,E02002518,E00061429,1,59,2,Single,FALSE,Employed,1,54240,TRUE,TRUE,FALSE,58,128882482.66787657
19539_E02002518,61000_E00061457,E02002518,E00061457,1,20,2,Single,FALSE,Unemployed,9,3850,FALSE,FALSE,TRUE,76,112318389.0526316
33083_E02002519,41144_E00061160,E02002519,E00061160,2,16,2,Single,FALSE,Employed,9,2050,FALSE,FALSE,TRUE,63,150129240.29697904
29929_E02002519,10962_E00061170,E02002519,E00061170,1,23,2,Single,FALSE,Employed,3,28830,TRUE,TRUE,FALSE,57,250955426.87969923
34056_E02002519,7439_E00061170,E02002519,E00061170,2,38,2,Single,TRUE,Employed,5,18800,FALSE,FALSE,FALSE,51,178001913.4901961
30198_E02002519,25573_E00061177,E02002519,E00061177,1,29,2,Married,TRUE,Employed,3,18530,TRUE,FALSE,FALSE,55,151498834.88215482
29895_E02002519,10254_E00061177,E02002519,E00061177,1,22,2,Single,FALSE,Employed,9,12330,TRUE,TRUE,FALSE,82,295253740.4998493
33177_E02002519,64098_E00061177,E02002519,E00061177,2,19,2,Single,FALSE,Employed,4,6780,TRUE,TRUE,FALSE,90,239631101.48564294
38442_E02002520,47487_E00061225,E02002520,E00061225,1,32,2,Single,TRUE,Employed,3,24170,TRUE,TRUE,TRUE,53,235606994.19448474
37764_E02002520,8478_E00061292,E02002520,E00061292,1,22,2,Single,TRUE,Employed,6,18340,TRUE,TRUE,FALSE,52,210239633.33333334
40754_E02002520,3499_E00061298,E02002520,E00061298,1,63,2,Single,FALSE,Employed,1,21750,TRUE,TRUE,FALSE,51,285856344.3137255
42525_E02002520,59916_E00061304,E02002520,E00061304,1,86,2,Single,FALSE,Employed,1,15440,TRUE,FALSE,FALSE,71,179536758.5513078
54067_E02002521,14522_E00061317,E02002521,E00061317,2,60,2,Single,FALSE,Unemployed,6,15780,TRUE,FALSE,TRUE,51,270624297.9607844
49702_E02002521,3785_E00061318,E02002521,E00061318,1,20,2,Single,FALSE,Employed,7,10590,FALSE,FALSE,TRUE,57,334360842.35588974
50466_E02002521,15082_E00061320,E02002521,E00061320,1,43,2,Single,FALSE,Employed,2,29650,FALSE,FALSE,FALSE,56,206904031.68831173
57863_E02002523,8357_E00061092,E02002523,E00061092,1,58,2,Single,FALSE,Unemployed,8,23260,TRUE,FALSE,TRUE,74,188858181.04405776
61368_E02002523,43303_E00061096,E02002523,E00061096,2,59,2,Single,FALSE,Employed,7,22880,TRUE,TRUE,FALSE,54,143155428.93081766
56975_E02002523,12891_E00061103,E02002523,E00061103,1,31,2,Single,FALSE,Employed,8,21380,FALSE,FALSE,FALSE,51,109321529.49019605
56406_E02002523,44366_E00061105,E02002523,E00061105,1,21,2,Single,FALSE,Unemployed,7,9280,TRUE,FALSE,FALSE,109,234256004.2643561
59528_E02002523,44366_E00061105,E02002523,E00061105,2,20,2,Single,FALSE,Employed,9,2530,FALSE,FALSE,FALSE,60,220292889.80225986
56805_E02002523,43984_E00061106,E02002523,E00061106,1,28,2,Single,FALSE,Unemployed,3,29430,TRUE,FALSE,TRUE,65,165383565.28846157
56634_E02002523,3222_E00061107,E02002523,E00061107,1,25,2,Single,FALSE,Employed,4,16640,FALSE,FALSE,TRUE,81,111525104.44444445
57376_E02002523,40356_E00061386,E02002523,E00061386,1,44,2,Single,FALSE,Employed,5,36420,TRUE,TRUE,TRUE,54,270804446.8553459
62819_E02002524,59023_E00061020,E02002524,E00061020,1,27,2,Single,FALSE,Unemployed,5,30180,FALSE,FALSE,FALSE,106,115401238.23899372
68229_E02002525,1398_E00061069,E02002525,E00061069,1,17,2,Single,FALSE,Employed,5,8030,FALSE,FALSE,FALSE,60,141556873.98305085
68423_E02002525,55226_E00061070,E02002525,E00061070,1,21,2,Single,FALSE,Employed,5,11560,TRUE,FALSE,TRUE,52,76768456.86274509
73669_E02002525,40270_E00061070,E02002525,E00061070,2,50,2,Single,TRUE,Employed,7,15650,FALSE,FALSE,TRUE,56,128544185.32467541
72421_E02002525,47190_E00165774,E02002525,E00165774,2,25,2,Single,TRUE,Employed,6,9940,TRUE,TRUE,FALSE,55,170788473.40067342
68347_E02002525,25344_E00165776,E02002525,E00165776,1,19,2,Single,FALSE,Employed,9,2890,FALSE,FALSE,FALSE,55,141388035.82491583
78313_E02002526,40395_E00061347,E02002526,E00061347,1,54,2,Married,TRUE,Employed,3,27080,TRUE,TRUE,FALSE,84,270396146.12736666
79403_E02002526,2760_E00061347,E02002526,E00061347,1,77,2,Single,FALSE,Employed,8,16360,TRUE,TRUE,FALSE,103,313315650.54254705
